gender,department_name,assignment_category,employee_position_title,underfilled_job_title,year_first_hired,salary
M,Department of Police,Fulltime-Regular,Traffic Enforcement Field Service Technician II,,2013,43525.72
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2014,53788.0
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2014,49831.0
F,Department of Housing and Community Affairs,Fulltime-Regular,Housing Code Inspector III,,2000,93396.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2000,97912.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2004,97912.0
M,Department of General Services,Fulltime-Regular,Mechanic Technician II,,2007,65699.03
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,2002,82556.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2007,70435.0
M,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,Permitting Services Specialist II,1990,100849.36
F,Department of Health and Human Services,Fulltime-Regular,Social Worker IV,,1976,104717.28
M,Department of Liquor Control,Fulltime-Regular,Warehouse Worker,,1999,46436.72
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,1999,76745.39
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
F,Department of Health and Human Services,Fulltime-Regular,Manager II,,2012,132782.98
F,Department of Public Libraries,Parttime-Regular,Library Assistant I,,2002,36036.11
M,Department of Police,Fulltime-Regular,Police Officer III,,2004,83658.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,64812.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2011,43525.72
M,Department of Technology Services,Fulltime-Regular,Investigator III,,2001,102664.0
F,Department of Health and Human Services,Fulltime-Regular,Community Services Aide III,,2015,48222.51
M,Department of Police,Fulltime-Regular,Police Officer III,,2008,68054.0
F,Department of Environmental Protection,Fulltime-Regular,Senior Executive Administrative Aide,,2007,69095.92
F,Department of Health and Human Services,Fulltime-Regular,Manager III,,1990,111084.31
M,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2002,85208.58
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
F,Office of Procurement,Fulltime-Regular,Procurement Specialist IV,Procurement Specialist I,2015,60687.97
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2002,108538.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,65382.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Captain,,2000,118930.0
M,Community Engagement Cluster,Fulltime-Regular,Public Service Worker II,,2007,37934.39
F,Department of Environmental Protection,Fulltime-Regular,Administrative Specialist III,,1991,93396.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2008,76936.0
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,2012,93396.0
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2012,65812.12
M,Department of Liquor Control,Fulltime-Regular,Truck Driver/Warehouse Worker,,2013,43525.72
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2008,63493.0
F,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2000,82821.0
F,Department of Police,Parttime-Regular,Client Assistance Specialist,,2016,24534.0
F,Department of Housing and Community Affairs,Fulltime-Regular,Housing Code Inspector III,Public Administration Associate,2015,42367.37
M,Department of Transportation,Fulltime-Regular,Transit Information Systems Technician,,2012,51958.37
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2012,45048.5
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,46626.87
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2007,90129.61
M,Department of Transportation,Fulltime-Regular,Transit Coordinator,,2006,54944.04
M,Department of Police,Fulltime-Regular,Abandoned Vehicle Code Enforcement Specialist,,2001,47300.92
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2004,88168.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Shift Commander (Lieutenant),,1989,103708.64
M,Department of Transportation,Fulltime-Regular,Parking Meter Mechanic,,2008,44348.35
M,Department of Liquor Control,Fulltime-Regular,Warehouse Worker,,2015,30860.0
F,Department of Transportation,Fulltime-Regular,Office Services Coordinator,,1988,69222.18
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer I (Recruit),2016,45261.0
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2012,57265.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2004,74424.0
F,Department of General Services,Fulltime-Regular,Supply Technician III,,2015,50131.24
M,Department of Public Libraries,Parttime-Regular,Library Assistant I,,2000,29224.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1994,107128.71
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1988,104388.98
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2008,54816.24
M,Department of Liquor Control,Fulltime-Regular,Supply Technician III,Supply Technician II,2001,46068.91
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2000,62835.65
F,County Council,Fulltime-Regular,Confidential Aide,,2003,146664.49
F,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2014,49831.0
F,Department of Public Libraries,Fulltime-Regular,Senior Librarian,,1993,76076.95
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2006,70052.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2015,61725.0
F,Sheriff's Office,Fulltime-Regular,Public Safety Telephone Reporting Aide II,,1998,73801.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer II (PFC),2004,63404.0
F,Office of Procurement,Fulltime-Regular,Principal Administrative Aide,,1989,60201.44
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Supervisor (Sergeant),,1988,94277.96
F,Department of Police,Fulltime-Regular,Police Officer III,,2003,89620.0
M,Department of Police,Fulltime-Regular,Police Officer III,,1987,92756.7
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),,2005,67384.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2012,60501.0
M,Office of Emergency Management and Homeland Security,Fulltime-Regular,Emergency Management Specialist II,,2016,85425.0
F,Department of Public Libraries,Fulltime-Regular,Library Assistant Supervisor,,1996,75914.09
F,Department of Finance,Fulltime-Regular,Senior Financial Specialist,,2002,102664.0
M,Department of Police,Fulltime-Regular,Police Sergeant,,1987,107128.71
F,Department of Police,Fulltime-Regular,Public Safety Telephone Reporting Aide I,,2001,62288.91
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,2013,38085.07
M,Department of Police,Fulltime-Regular,Police Sergeant,,1999,103506.0
F,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2005,75446.0
F,Department of Police,Parttime-Regular,Crossing Guard,,2001,24134.31
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Battalion Chief,,1994,131348.75
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,89620.0
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2004,80145.0
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Officer III (Corporal),Correctional Officer I (Private),2016,44300.0
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,2000,97912.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2001,74148.26
M,Department of Housing and Community Affairs,Fulltime-Regular,Senior Planning Specialist,,2004,81496.88
M,Department of Police,Fulltime-Regular,Police Officer III,,1994,92756.7
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,1994,87967.15
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.83
F,Department of Technology Services,Parttime-Regular,Senior Information Technology Specialist,,1989,90576.0
M,Department of Recreation,Fulltime-Regular,Information Technology Technician III,,2016,65000.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,1990,66065.23
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer I,2015,59638.0
M,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2014,58455.0
M,Department of Police,Parttime-Regular,Crossing Guard,,2015,16610.68
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,1988,104717.6
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
M,Department of Liquor Control,Fulltime-Regular,Warehouse Equipment Operator,,2007,44475.41
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2015,40631.32
M,Department of Police,Fulltime-Regular,Public Safety Telephone Reporting Aide I,,1982,69222.18
M,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,1987,100849.36
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2005,77434.0
F,Department of Police,Fulltime-Regular,Police Officer III,Police Officer II,2013,58455.0
M,Department of Health and Human Services,Fulltime-Regular,Manager II,,2008,132884.55
F,Department of Police,Fulltime-Regular,Program Specialist II,,1991,87523.22
F,Board of Elections,Fulltime-Regular,Manager III,,2012,130506.3
M,Correction and Rehabilitation,Fulltime-Regular,Correctional Specialist III,,1989,100849.36
M,Department of Police,Fulltime-Regular,Police Officer III,,1988,92756.7
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff Lieutenant,,1988,106448.44
M,Department of Transportation,Fulltime-Regular,Safety and Training Supervisor,,2015,77753.08
F,Department of Health and Human Services,Parttime-Regular,School Health Room Technician I,,1999,53380.28
F,Department of Health and Human Services,Parttime-Regular,Community Health Nurse II,,2012,44350.02
M,Department of General Services,Fulltime-Regular,HVAC Mechanic I,,2006,73801.0
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,2015,69223.65
M,Department of Police,Fulltime-Regular,Police Sergeant,,1989,107128.71
M,Department of Liquor Control,Parttime-Regular,Liquor Store Clerk I,,2016,27805.44
M,Board of Elections,Fulltime-Regular,Supply Technician II,,1995,57476.06
M,Department of Police,Fulltime-Regular,Police Officer III,,2000,89620.0
F,Department of Police,Parttime-Regular,Crossing Guard,,2013,17793.55
F,Department of Health and Human Services,Fulltime-Regular,Community Health Nurse II,,1988,100849.36
F,County Council,Fulltime-Regular,Confidential Aide,,1998,153735.78
M,Department of Transportation,Fulltime-Regular,Program Manager II,,2001,102664.0
F,Department of Health and Human Services,Fulltime-Regular,Income Assistance Program Specialist II,,2007,56306.54
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,2001,99597.0
M,Department of Transportation,Fulltime-Regular,Senior Planning Specialist,,2002,98268.27
M,Department of Transportation,Fulltime-Regular,Construction Representative III,,2000,93396.0
M,Department of Police,Fulltime-Regular,Police Officer III,,2002,86588.0
M,Department of Liquor Control,Fulltime-Regular,Truck Driver Helper/Warehouse Worker,,2000,39832.1
M,Fire and Rescue Services,Fulltime-Regular,Master Firefighter/Rescuer,,1998,88859.0
F,Department of Health and Human Services,Fulltime-Regular,Supervisory Therapist,,2010,91139.47
M,Department of Police,Fulltime-Regular,Police Sergeant,,1997,103506.0
M,Sheriff's Office,Fulltime-Regular,Deputy Sheriff III,,2006,67126.0
M,Department of General Services,Fulltime-Regular,Equipment Maintenance Crew Chief,,2005,78751.79
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.42
F,Department of Public Libraries,Parttime-Regular,Library Associate,,2013,23159.68
F,Department of Health and Human Services,Fulltime-Regular,Program Manager II,,2001,101657.58
M,Department of Health and Human Services,Fulltime-Regular,Environmental Health Specialist III,,2007,86614.07
M,Department of Permitting Services,Fulltime-Regular,Permitting and Code Enforcement Inspector III,,2005,80561.66
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,,2002,78052.0
M,Department of General Services,Fulltime-Regular,Mail Services Supervisor,,2013,53069.08
F,Department of Health and Human Services,Parttime-Regular,Program Specialist II,,1994,43761.61
M,Department of Transportation,Fulltime-Regular,Transit Operations Supervisor,,2008,71796.52
M,Department of Police,Fulltime-Regular,Police Officer III,,1996,92756.7
M,Fire and Rescue Services,Fulltime-Regular,Investigator III,,2011,91220.65
M,Department of Police,Fulltime-Regular,Police Captain,,1987,141539.36
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Fire and Rescue Services,Fulltime-Regular,Fire/Rescue Lieutenant,,2000,106456.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2014,42053.83
M,Department of Police,Fulltime-Regular,Police Officer III,,2005,75453.0
M,Department of Transportation,Fulltime-Regular,Bus Operator,,2006,50699.15
M,Department of Police,Fulltime-Regular,Master Police Officer,,1994,97392.47
M,Department of Transportation,Fulltime-Regular,Bus Operator,,1998,64141.0
F,Department of Health and Human Services,Parttime-Regular,Community Services Aide III,,2012,30472.32
F,Department of Health and Human Services,Fulltime-Regular,Social Worker III,,2001,81564.6
F,Department of Permitting Services,Fulltime-Regular,Senior Permitting Services Specialist,Permitting Services Specialist II,2003,85480.92
M,Department of Police,Fulltime-Regular,Police Officer III,,1994,92756.7
M,Fire and Rescue Services,Fulltime-Regular,Firefighter/Rescuer III,Firefighter/Rescuer II,2014,50910.0
M,Department of Police,Fulltime-Regular,Master Police Officer,,1997,94099.0
